_id,badge_level,cities_visited,helpful_votes,Vote_Categories,member__contribution,Contribution_Categories,member_since_year,Countries,user_Name
5b7a803d40f98408e4232ccd,4,10,15,>= 10,25,>= 10,2014,Australia,Boontawee J
5b7a431940f98408e422eeb1,4,10,15,>= 10,17,>= 10,2012,Australia,keith950
5b7a431940f98408e422e9fb,3,10,15,>= 10,15,>= 10,2010,India,Steve M
5b7a72e540f98408e4231a59,3,10,15,>= 10,18,>= 10,2011,Indonesia,Purva B
5b7a2e6340f98408e422d5c9,3,10,15,>= 10,15,>= 10,2012,Australia,expatMNL
5b7a2e6340f98408e422d016,3,10,15,>= 10,13,>= 10,2013,NA,Cousin I
5b7a2e6340f98408e422d44b,3,10,15,>= 10,12,>= 10,2013,NA,Kris R
5b7a72e540f98408e4231abf,3,10,15,>= 10,13,>= 10,2006,UK,MRS-MAJ0R
5b7a431940f98408e422eabc,4,9,15,>= 10,41,>= 10,2015,Australia,WElmore
5b7a2e6340f98408e422d443,3,9,15,>= 10,12,>= 10,2011,Australia,ciaotuffy
5b7a431940f98408e422ecad,3,9,15,>= 10,10,>= 10,2008,Australia,iancarpy
5b7a2e6340f98408e422cfcc,3,9,15,>= 10,12,>= 10,2012,Australia,John U
5b7a72e540f98408e4231c3a,3,9,15,>= 10,21,>= 10,2015,India,megjaynikraf
5b7a2e6340f98408e422d6cf,3,9,15,>= 10,18,>= 10,2008,UK,Peter H
5b7a504e40f98408e42304b5,3,9,15,>= 10,16,>= 10,2006,Others,TopPaddock
5b7a431940f98408e422ea7c,3,9,15,>= 10,18,>= 10,2017,Australia,mherwanto
5b7a2e6340f98408e422d7ed,3,9,15,>= 10,16,>= 10,2014,Australia,austrider
5b7a2e6340f98408e422d03f,4,8,15,>= 10,31,>= 10,2017,UK,Oceanluxe
5b7a504e40f98408e42305c6,4,8,15,>= 10,30,>= 10,2013,NA,drosen85
5b7a803d40f98408e4232cff,3,8,15,>= 10,15,>= 10,2017,UK,Wendy A
5b7a2e6340f98408e422d6ae,3,8,15,>= 10,13,>= 10,2013,UK,ashishj755
5b7a803d40f98408e4232e13,3,8,15,>= 10,19,>= 10,2017,UK,NelPit
5b7a431940f98408e422e5fe,3,8,15,>= 10,12,>= 10,2017,Australia,Foudinguette
5b7a504e40f98408e422ff0d,5,7,15,>= 10,38,>= 10,2017,NA,Cowleyc
5b7a431940f98408e422e820,3,7,15,>= 10,8,< 10,2015,UK,verrabong
5b7a431940f98408e422ef59,5,6,15,>= 10,45,>= 10,2016,Australia,hamishthedog
5b7a2e6340f98408e422d2f6,4,6,15,>= 10,33,>= 10,2014,NA,Epsomian
5b7a2e6340f98408e422d8b6,3,6,15,>= 10,15,>= 10,2008,Malaysia,Elise G
5b7a803d40f98408e4232fbe,3,6,15,>= 10,14,>= 10,2011,New Zealand,
5b7a803d40f98408e4233565,3,6,15,>= 10,14,>= 10,2011,New Zealand,
5b7a72e540f98408e4231dc5,2,6,15,>= 10,8,< 10,2013,Australia,AbbyDoo12
5b7a431940f98408e422ebab,2,6,15,>= 10,6,< 10,2012,UK,Cookie M
5b7a504e40f98408e42301ee,4,5,15,>= 10,21,>= 10,2016,Singapore,Franco C
5b7a803d40f98408e4233683,3,5,15,>= 10,17,>= 10,2014,NA,Mai P
5b7a803d40f98408e4232c10,3,5,15,>= 10,7,< 10,2011,Singapore,
5b7a72e540f98408e4231c49,2,5,15,>= 10,8,< 10,2012,Indonesia,Yee L
5b7a803d40f98408e4232ccc,2,5,15,>= 10,9,< 10,2017,UK,Gzd5
5b7a2e6340f98408e422d1b9,2,4,15,>= 10,5,< 10,2016,UK,15Ann1506
5b7a2e6340f98408e422d7f9,2,4,15,>= 10,9,< 10,2014,UK,sandraK9677ZK
5b7a431940f98408e422f07a,2,4,15,>= 10,5,< 10,2008,Others,Sara_Vanan_0491
5b7a431940f98408e422e615,3,3,15,>= 10,9,< 10,2010,Australia,beejaycee2015
5b7a2e6340f98408e422d580,1,2,15,>= 10,2,< 10,2015,US,
5b7a431940f98408e422e998,3,477,14,>= 10,11,>= 10,2014,NA,treeclimber
5b7a504e40f98408e423075f,5,351,14,>= 10,63,>= 10,2007,New Zealand,
5b7a504e40f98408e422ff1a,5,322,14,>= 10,50,>= 10,2012,US,Doug O
5b7a504e40f98408e4230197,4,275,14,>= 10,22,>= 10,2010,Others,Sameer R
5b7a803d40f98408e4232c96,4,272,14,>= 10,40,>= 10,2012,UK,Michael Z
5b7a803d40f98408e42331b5,5,268,14,>= 10,67,>= 10,2008,Italy,Montymania
5b7a2e6340f98408e422ce3b,4,253,14,>= 10,26,>= 10,2012,NA,ASIATRAVELHOLIDAY
5b7a2e6340f98408e422d134,4,228,14,>= 10,38,>= 10,2012,Australia,GroveMom
5b7a803d40f98408e42334aa,4,224,14,>= 10,25,>= 10,2013,NA,dibern
5b7a2e6340f98408e422cd87,4,222,14,>= 10,35,>= 10,2009,Italy,Froggy60
5b7a72e540f98408e423162b,4,198,14,>= 10,38,>= 10,2012,Others,Herb2Aud
5b7a431940f98408e422e981,5,195,14,>= 10,38,>= 10,2008,Others,Sharon T
5b7a431940f98408e422ebf2,6,176,14,>= 10,91,>= 10,2008,Indonesia,carolSPORE
5b7a431940f98408e422e714,3,175,14,>= 10,21,>= 10,2008,UK,drewsntravel
5b7a504e40f98408e423064d,4,164,14,>= 10,40,>= 10,2007,Norway,Spinner1123
5b7a504e40f98408e4230088,4,162,14,>= 10,30,>= 10,2010,US,Hasit K
5b7a2e6340f98408e422d8f0,3,155,14,>= 10,17,>= 10,2009,Canada,Kathy F
5b7a431940f98408e422e69a,4,148,14,>= 10,22,>= 10,2008,UK,Mikeyeli
5b7a2e6340f98408e422d773,3,145,14,>= 10,14,>= 10,2014,Others,Venusian2000
5b7a2e6340f98408e422d5e8,4,142,14,>= 10,38,>= 10,2011,UK,Veni Venusha S
5b7a803d40f98408e42330db,5,137,14,>= 10,80,>= 10,2015,France,Deanten
5b7a72e540f98408e423185d,5,135,14,>= 10,47,>= 10,2017,NA,JemeelRhodes
5b7a2e6340f98408e422d17d,3,132,14,>= 10,13,>= 10,2005,UK,
5b7a2e6340f98408e422d1da,5,128,14,>= 10,39,>= 10,2007,UAE,HoneyBaby1314
5b7a2e6340f98408e422d31f,4,123,14,>= 10,37,>= 10,2012,US,Barb C
5b7a431940f98408e422e75e,6,120,14,>= 10,57,>= 10,2014,Singapore,Ty H
5b7a431940f98408e422eac0,3,116,14,>= 10,17,>= 10,2011,NA,Mum2Xavier
5b7a803d40f98408e4232f37,4,110,14,>= 10,24,>= 10,2007,Thailand,TaranakiJim
5b7a504e40f98408e423061d,3,108,14,>= 10,23,>= 10,2011,UK,DaPheonix
5b7a2e6340f98408e422d2db,4,96,14,>= 10,24,>= 10,2013,UK,Debbie B
5b7a431940f98408e422eddc,5,95,14,>= 10,29,>= 10,2008,Singapore,RumaSah
5b7a803d40f98408e4233259,3,91,14,>= 10,11,>= 10,2012,Others,ricardo M
5b7a72e540f98408e42316b9,5,90,14,>= 10,51,>= 10,2014,Singapore,AlexaKPL
5b7a431940f98408e422ece3,5,89,14,>= 10,50,>= 10,2015,Others,Leanne M
5b7a431940f98408e422f001,3,86,14,>= 10,22,>= 10,2012,Singapore,
5b7a2e6340f98408e422d62e,5,85,14,>= 10,51,>= 10,2010,China,
5b7a504e40f98408e422fe0b,3,80,14,>= 10,12,>= 10,2010,US,masasi
5b7a504e40f98408e42303ad,5,78,14,>= 10,25,>= 10,2006,Singapore,Vero_IT
5b7a431940f98408e422e970,4,76,14,>= 10,31,>= 10,2011,US,
5b7a803d40f98408e4232d18,3,73,14,>= 10,10,>= 10,2012,UK,huangchan
5b7a72e540f98408e4231934,5,72,14,>= 10,55,>= 10,2016,Canada,lanealyshia
5b7a2e6340f98408e422d62b,4,69,14,>= 10,23,>= 10,2008,UK,Roger C
5b7a803d40f98408e4233375,5,66,14,>= 10,88,>= 10,2012,Australia,PamVDL
5b7a431940f98408e422ebd6,4,64,14,>= 10,41,>= 10,2008,NA,Alessandro C
5b7a72e540f98408e4231c6a,4,63,14,>= 10,40,>= 10,2013,Austria,Ladislas P
5b7a431940f98408e422ee01,4,60,14,>= 10,25,>= 10,2013,UK,Southpawz
5b7a72e540f98408e423193e,4,57,14,>= 10,23,>= 10,2009,Egypt,Lynn W
5b7a504e40f98408e4230259,5,56,14,>= 10,73,>= 10,2015,NA,Sozlovesholisays
5b7a72e540f98408e4231bd3,4,55,14,>= 10,32,>= 10,2010,UK,RafaelRayMariano
5b7a2e6340f98408e422ce82,3,55,14,>= 10,19,>= 10,2009,Netherlands,amoraj5454
5b7a431940f98408e422eea2,5,53,14,>= 10,25,>= 10,2012,Others,Jules G
5b7a72e540f98408e4231f4a,4,52,14,>= 10,24,>= 10,2013,China,frenchcutlet
5b7a803d40f98408e42331eb,4,52,14,>= 10,41,>= 10,2008,UK,RandomFlair
5b7a504e40f98408e4230212,5,49,14,>= 10,54,>= 10,2006,Thailand,Clive J
5b7a72e540f98408e4231e6a,3,49,14,>= 10,18,>= 10,2009,Singapore,clement_loh86
5b7a431940f98408e422eac7,5,48,14,>= 10,42,>= 10,2014,Australia,Alistair W
5b7a2e6340f98408e422d315,3,47,14,>= 10,19,>= 10,2015,NA,vdcb
5b7a504e40f98408e423023f,4,46,14,>= 10,25,>= 10,2006,US,brinol59
5b7a431940f98408e422e53d,3,46,14,>= 10,20,>= 10,2012,Australia,Tommy G
5b7a431940f98408e422e8ae,4,43,14,>= 10,27,>= 10,2014,NA,goodtimer
5b7a504e40f98408e4230754,4,43,14,>= 10,38,>= 10,2014,NA,Steve G
5b7a431940f98408e422e51f,5,41,14,>= 10,77,>= 10,2012,Canada,Anniebelle L
5b7a2e6340f98408e422d8bc,3,41,14,>= 10,21,>= 10,2007,US,jh_chua
5b7a431940f98408e422e92e,3,39,14,>= 10,16,>= 10,2012,NA,John P
5b7a803d40f98408e42336d4,5,38,14,>= 10,55,>= 10,2012,India,Suziestella
5b7a431940f98408e422f01e,3,38,14,>= 10,16,>= 10,2009,UK,Anthony G
5b7a72e540f98408e4231f32,3,38,14,>= 10,16,>= 10,2007,Australia,mndlmummy
5b7a2e6340f98408e422d8a2,1,37,14,>= 10,3,< 10,2010,Others,
5b7a72e540f98408e4231a2a,4,34,14,>= 10,41,>= 10,2013,Singapore,martykatlillian
5b7a431940f98408e422e982,4,33,14,>= 10,26,>= 10,2011,Australia,
5b7a504e40f98408e422fffa,5,31,14,>= 10,70,>= 10,2006,Australia,
5b7a2e6340f98408e422d648,4,31,14,>= 10,41,>= 10,2012,Sweden,nevercominghome
5b7a2e6340f98408e422cf27,5,30,14,>= 10,57,>= 10,2016,Australia,Mad1154Mac
5b7a431940f98408e422e4f2,4,30,14,>= 10,26,>= 10,2013,Switzerland,peterwV975TL
5b7a2e6340f98408e422d349,6,29,14,>= 10,78,>= 10,2016,NA,sbvera
5b7a431940f98408e422e5ca,5,29,14,>= 10,66,>= 10,2017,NA,Budsantosa
5b7a803d40f98408e4232ba3,5,29,14,>= 10,66,>= 10,2017,NA,BudSharbirch
5b7a431940f98408e422e88f,4,29,14,>= 10,48,>= 10,2016,US,gazzadav
5b7a504e40f98408e4230320,6,27,14,>= 10,80,>= 10,2015,US,
5b7a803d40f98408e423318d,6,27,14,>= 10,100,>= 100,2015,UK,Toby T
5b7a504e40f98408e422fe9f,4,27,14,>= 10,33,>= 10,2012,NA,Mjcdubai
5b7a2e6340f98408e422d1cf,5,26,14,>= 10,70,>= 10,2016,UK,aquick2016
5b7a431940f98408e422ec49,3,26,14,>= 10,19,>= 10,2013,NA,Mojo1956
5b7a431940f98408e422e78a,5,25,14,>= 10,43,>= 10,2016,NA,584lovetotravel
5b7a803d40f98408e423348d,4,25,14,>= 10,34,>= 10,2012,Others,rabaul63
5b7a431940f98408e422e907,5,24,14,>= 10,33,>= 10,2015,US,
5b7a504e40f98408e422fdf2,5,24,14,>= 10,33,>= 10,2015,US,
5b7a72e540f98408e4231e04,2,24,14,>= 10,7,< 10,2007,Australia,rally_girlzz
5b7a504e40f98408e4230455,4,23,14,>= 10,45,>= 10,2009,Australia,mary a
5b7a72e540f98408e4231f31,4,23,14,>= 10,34,>= 10,2014,France,OceanRower
5b7a803d40f98408e4232d91,3,23,14,>= 10,24,>= 10,2013,UK,VRO53
5b7a803d40f98408e42331f8,5,22,14,>= 10,43,>= 10,2016,UK,lady_dee79
5b7a504e40f98408e422ff4d,5,22,14,>= 10,44,>= 10,2016,NA,Alexsas777
5b7a504e40f98408e4230178,5,22,14,>= 10,62,>= 10,2014,NA,Michille V
5b7a504e40f98408e4230230,5,21,14,>= 10,58,>= 10,2006,Others,Biddy C
5b7a504e40f98408e422ff7b,4,21,14,>= 10,31,>= 10,2016,NA,series49
5b7a504e40f98408e423012e,4,21,14,>= 10,31,>= 10,2016,NA,seriouscritic1982
5b7a72e540f98408e4231b8a,5,20,14,>= 10,57,>= 10,2013,Others,Lidia O
5b7a504e40f98408e422fd42,5,20,14,>= 10,41,>= 10,2015,NA,Neve05
5b7a431940f98408e422eaa5,5,20,14,>= 10,45,>= 10,2016,UK,MarkRobbo123
5b7a2e6340f98408e422d643,4,20,14,>= 10,29,>= 10,2012,US,Martin D
5b7a2e6340f98408e422d8bd,4,20,14,>= 10,29,>= 10,2012,US,Martin H
5b7a2e6340f98408e422d3b9,4,20,14,>= 10,38,>= 10,2015,Germany,TheTravellingStudent
5b7a504e40f98408e4230179,4,20,14,>= 10,33,>= 10,2013,New Zealand,Revitalizer
5b7a2e6340f98408e422d3ff,3,20,14,>= 10,23,>= 10,2015,UK,Julene M
5b7a504e40f98408e4230790,3,20,14,>= 10,19,>= 10,2011,Others,suzettang
5b7a803d40f98408e4233234,3,20,14,>= 10,22,>= 10,2016,UK,aiyobrian
5b7a431940f98408e422e8c9,5,19,14,>= 10,71,>= 10,2017,NA,Shannan-Landolt
5b7a2e6340f98408e422cd79,4,19,14,>= 10,39,>= 10,2016,UK,Bren4770
5b7a504e40f98408e42304db,3,19,14,>= 10,20,>= 10,2014,UK,
5b7a431940f98408e422e78e,6,18,14,>= 10,119,>= 100,2014,Indonesia,
5b7a2e6340f98408e422d123,5,18,14,>= 10,41,>= 10,2013,India,aryarohan
5b7a803d40f98408e423327c,5,18,14,>= 10,66,>= 10,2014,NA,Les D
5b7a431940f98408e422e6de,5,18,14,>= 10,77,>= 10,2016,Australia,SydneyGlobalShopper
5b7a431940f98408e422ea5b,4,18,14,>= 10,35,>= 10,2017,NA,ibbitson_john
5b7a2e6340f98408e422d902,4,18,14,>= 10,28,>= 10,2014,Canada,Seeingtheworldwideeyed
5b7a431940f98408e422ea6f,3,18,14,>= 10,20,>= 10,2014,UK,Bill C
5b7a803d40f98408e423311e,3,18,14,>= 10,16,>= 10,2004,UK,steve-rtw
5b7a2e6340f98408e422cf31,5,17,14,>= 10,45,>= 10,2015,UAE,judithclark
5b7a431940f98408e422f012,4,17,14,>= 10,28,>= 10,2016,NA,babbua
5b7a803d40f98408e4233321,4,17,14,>= 10,42,>= 10,2016,New Zealand,Patricia M R
5b7a431940f98408e422e843,4,17,14,>= 10,46,>= 10,2018,Others,Michelle5677
5b7a2e6340f98408e422d721,4,17,14,>= 10,26,>= 10,2012,US,Vivich
5b7a504e40f98408e42304ff,4,17,14,>= 10,14,>= 10,2010,Australia,Surya M
5b7a504e40f98408e423076d,4,17,14,>= 10,14,>= 10,2010,Australia,sus251
5b7a2e6340f98408e422d4cf,4,17,14,>= 10,36,>= 10,2014,Singapore,jbaths
5b7a431940f98408e422e6bb,3,17,14,>= 10,23,>= 10,2007,US,GraceSurya
5b7a2e6340f98408e422cdb3,3,17,14,>= 10,24,>= 10,2012,NA,George S
5b7a504e40f98408e422ffb9,3,17,14,>= 10,20,>= 10,2014,New Zealand,TomBrodehl
5b7a504e40f98408e42302dd,3,17,14,>= 10,20,>= 10,2014,New Zealand,TomcatF16
5b7a431940f98408e422efc1,5,16,14,>= 10,53,>= 10,2013,Others,sheree c
5b7a2e6340f98408e422d463,4,16,14,>= 10,24,>= 10,2012,India,Schtroumpfed
5b7a431940f98408e422ebff,4,16,14,>= 10,25,>= 10,2010,UK,jvb1128
5b7a803d40f98408e423306b,4,16,14,>= 10,36,>= 10,2012,NA,MurrayBSydney
5b7a504e40f98408e423021c,4,16,14,>= 10,32,>= 10,2014,New Zealand,TheGirlOfTerezKorut
5b7a803d40f98408e4232f91,4,16,14,>= 10,34,>= 10,2013,Singapore,Tony H
5b7a803d40f98408e4232d3d,3,16,14,>= 10,19,>= 10,2008,UK,Glenn R
5b7a803d40f98408e4233550,3,16,14,>= 10,19,>= 10,2013,UK,doloresbaby
5b7a2e6340f98408e422d596,3,16,14,>= 10,16,>= 10,2008,UK,Rodrigo S
5b7a2e6340f98408e422d3e6,3,16,14,>= 10,17,>= 10,2012,UK,Raiday
5b7a72e540f98408e4231ef4,3,16,14,>= 10,22,>= 10,2012,Australia,Lisa P
5b7a431940f98408e422e7ee,5,15,14,>= 10,38,>= 10,2015,India,Donna A
5b7a803d40f98408e4232d41,4,15,14,>= 10,34,>= 10,2015,France,Graham C
5b7a431940f98408e422e4d3,4,15,14,>= 10,32,>= 10,2015,UK,whasis
5b7a2e6340f98408e422d0ff,3,15,14,>= 10,21,>= 10,2014,NA,Mrhmesa
5b7a2e6340f98408e422d72b,3,15,14,>= 10,20,>= 10,2012,China,KLM1914
5b7a803d40f98408e4232f30,3,15,14,>= 10,15,>= 10,2012,Canada,Tae won Y
5b7a803d40f98408e4232d3f,3,15,14,>= 10,18,>= 10,2011,UK,Gert B
5b7a803d40f98408e423325f,3,15,14,>= 10,16,>= 10,2010,UK,
5b7a431940f98408e422ed60,4,14,14,>= 10,29,>= 10,2013,Others,Vivian G
5b7a504e40f98408e4230393,4,14,14,>= 10,28,>= 10,2015,Singapore,Hayley W
5b7a803d40f98408e4233044,3,14,14,>= 10,23,>= 10,2015,UK,hansweitmann
5b7a2e6340f98408e422ce3c,3,14,14,>= 10,20,>= 10,2011,UK,Jean-Christophe G
5b7a504e40f98408e42306e5,3,14,14,>= 10,19,>= 10,2012,NA,Dru C
5b7a2e6340f98408e422d22d,3,14,14,>= 10,20,>= 10,2014,NA,Wayne S
5b7a504e40f98408e42302eb,3,14,14,>= 10,20,>= 10,2011,Canada,
5b7a2e6340f98408e422d39b,3,14,14,>= 10,19,>= 10,2014,Australia,julius f
5b7a504e40f98408e42303c7,5,13,14,>= 10,34,>= 10,2016,NA,poolpond
5b7a72e540f98408e4231c1e,5,13,14,>= 10,34,>= 10,2016,NA,Pop N
5b7a504e40f98408e423005c,4,13,14,>= 10,23,>= 10,2014,UK,Adrienne D
5b7a504e40f98408e4230319,4,13,14,>= 10,37,>= 10,2015,US,lyn s
5b7a504e40f98408e422fdb5,4,13,14,>= 10,40,>= 10,2018,Canada,UKPoly
5b7a2e6340f98408e422d711,3,13,14,>= 10,18,>= 10,2014,India,avrilltann
5b7a2e6340f98408e422d4c0,3,13,14,>= 10,19,>= 10,2010,UK,irinatcf
5b7a431940f98408e422f058,3,13,14,>= 10,22,>= 10,2014,NA,Justin W
5b7a431940f98408e422e575,3,13,14,>= 10,19,>= 10,2016,Australia,Liiwa L
5b7a431940f98408e422e903,4,12,14,>= 10,33,>= 10,2015,India,Jack V
5b7a2e6340f98408e422d781,4,12,14,>= 10,30,>= 10,2013,UK,tyraisha
5b7a2e6340f98408e422d7bb,3,12,14,>= 10,21,>= 10,2013,Australia,AngeliaJolie
5b7a803d40f98408e42332a3,3,12,14,>= 10,19,>= 10,2010,UK,PaulRowleyUK
5b7a2e6340f98408e422d5df,3,12,14,>= 10,13,>= 10,2013,Others,myclehoo
5b7a431940f98408e422e814,5,11,14,>= 10,55,>= 10,2017,Singapore,2_Romantics
5b7a504e40f98408e4230513,5,11,14,>= 10,61,>= 10,2015,Singapore,Jose Raul G
5b7a431940f98408e422eff7,4,11,14,>= 10,32,>= 10,2015,Australia,Melb19721
5b7a72e540f98408e4231631,4,11,14,>= 10,19,>= 10,2013,Australia,Louise P
5b7a2e6340f98408e422d306,3,11,14,>= 10,20,>= 10,2009,NA,aerotraveller
5b7a803d40f98408e4233691,3,11,14,>= 10,14,>= 10,2015,NA,deejaypitbull
5b7a431940f98408e422eee6,3,11,14,>= 10,14,>= 10,2011,UK,linlinSee
5b7a2e6340f98408e422cd82,3,11,14,>= 10,11,>= 10,2007,UK,PerryGR
5b7a504e40f98408e4230263,3,11,14,>= 10,21,>= 10,2014,Singapore,Reallaunchers
5b7a72e540f98408e4231c34,2,11,14,>= 10,9,< 10,2011,Others,Escape-reality
5b7a2e6340f98408e422d21f,4,10,14,>= 10,34,>= 10,2014,Others,Rickyfox47
5b7a431940f98408e422edd4,3,10,14,>= 10,13,>= 10,2013,UK,A J
5b7a803d40f98408e4233168,3,10,14,>= 10,22,>= 10,2013,Australia,blessed116
5b7a431940f98408e422eaf0,3,10,14,>= 10,19,>= 10,2016,Singapore,ChristianMoss
5b7a2e6340f98408e422d01c,3,10,14,>= 10,23,>= 10,2014,UK,vsr389
5b7a72e540f98408e42315bb,2,10,14,>= 10,9,< 10,2005,US,Hsaini8774
5b7a2e6340f98408e422d67f,4,9,14,>= 10,27,>= 10,2014,Australia,MsPragati
5b7a72e540f98408e4231508,4,9,14,>= 10,31,>= 10,2014,US,malyg58weir
5b7a803d40f98408e42332b3,3,9,14,>= 10,14,>= 10,2016,NA,iain c
5b7a803d40f98408e4232d27,3,9,14,>= 10,12,>= 10,2011,UK,Vicboyzz
5b7a803d40f98408e4233689,2,9,14,>= 10,9,< 10,2012,NA,raafat b
5b7a803d40f98408e4233633,5,8,14,>= 10,26,>= 10,2015,US,MK_fm_HK
5b7a431940f98408e422eef2,4,8,14,>= 10,28,>= 10,2011,Malaysia,Ydt26
5b7a431940f98408e422e7cd,3,8,14,>= 10,20,>= 10,2010,UK,Daiverman
5b7a2e6340f98408e422d6a2,3,8,14,>= 10,7,< 10,2005,UK,mayhewtravelor
5b7a2e6340f98408e422d0ec,3,8,14,>= 10,13,>= 10,2013,UK,Meaghanmc
5b7a504e40f98408e42304e6,3,8,14,>= 10,11,>= 10,2012,US,
5b7a803d40f98408e4232f64,3,8,14,>= 10,10,>= 10,2007,UK,
5b7a431940f98408e422edc6,3,8,14,>= 10,18,>= 10,2014,Singapore,AidaKimura
5b7a504e40f98408e42307a3,2,8,14,>= 10,5,< 10,2013,Others,Geneva2009
5b7a431940f98408e422e9ab,3,7,14,>= 10,12,>= 10,2014,UK,K6934CCmiked
5b7a504e40f98408e422ff64,3,7,14,>= 10,9,< 10,2008,UK,Brezo_R
5b7a803d40f98408e4233589,3,7,14,>= 10,9,< 10,2014,NA,OLeary1
5b7a803d40f98408e4232d47,4,6,14,>= 10,26,>= 10,2017,UK,Brianna88
5b7a504e40f98408e423010c,3,6,14,>= 10,11,>= 10,2016,NA,Persia456
5b7a803d40f98408e4232e92,3,6,14,>= 10,17,>= 10,2016,Others,bluestone976
5b7a803d40f98408e4233614,2,6,14,>= 10,7,< 10,2007,UK,jarain
5b7a504e40f98408e4230068,2,6,14,>= 10,7,< 10,2014,NA,
5b7a2e6340f98408e422d06b,4,5,14,>= 10,30,>= 10,2014,NA,ArthurYip2014
5b7a504e40f98408e42300e0,4,5,14,>= 10,30,>= 10,2014,NA,artjom99
5b7a803d40f98408e4233620,2,5,14,>= 10,7,< 10,2015,NA,Ross H
5b7a2e6340f98408e422d10e,2,5,14,>= 10,9,< 10,2012,UK,Paulino K
5b7a504e40f98408e42305f9,3,4,14,>= 10,20,>= 10,2015,India,Madeleine D
5b7a2e6340f98408e422d298,3,4,14,>= 10,10,>= 10,2011,UK,570naomir
5b7a504e40f98408e422fcdb,2,4,14,>= 10,6,< 10,2012,UAE,SWFP
5b7a431940f98408e422e70a,2,3,14,>= 10,2,< 10,2014,Australia,Di B
5b7a72e540f98408e4231e29,3,2,14,>= 10,8,< 10,2014,Singapore,Delreview
5b7a431940f98408e422ed89,2,2,14,>= 10,4,< 10,2017,NA,jbtraveler60
5b7a2e6340f98408e422cd93,5,436,13,>= 10,45,>= 10,2011,Singapore,Normalah A
5b7a504e40f98408e422fcdc,5,354,13,>= 10,55,>= 10,2009,India,widowsinwhite
5b7a431940f98408e422ed2d,3,353,13,>= 10,17,>= 10,2009,US,Nathaniel Lucia... L
5b7a72e540f98408e4231ef0,3,292,13,>= 10,18,>= 10,2010,Germany,Sally J
5b7a504e40f98408e422ff3a,4,288,13,>= 10,25,>= 10,2008,New Zealand,ozallan
5b7a2e6340f98408e422cfdb,3,270,13,>= 10,21,>= 10,2010,Singapore,
5b7a803d40f98408e42331bf,5,237,13,>= 10,43,>= 10,2006,Canada,Robert C
5b7a431940f98408e422ec9d,4,219,13,>= 10,43,>= 10,2008,Others,shutterflicker
5b7a803d40f98408e4233521,3,210,13,>= 10,16,>= 10,2013,UK,GaryCYC
5b7a504e40f98408e4230307,5,195,13,>= 10,76,>= 10,2014,New Zealand,virtuaplyr
5b7a2e6340f98408e422d06e,5,186,13,>= 10,27,>= 10,2007,UK,Yvonne L
5b7a431940f98408e422ea5f,4,186,13,>= 10,14,>= 10,2010,Others,Michel S
5b7a431940f98408e422efa2,4,179,13,>= 10,35,>= 10,2014,US,
5b7a803d40f98408e4232df4,4,177,13,>= 10,25,>= 10,2011,UK,
5b7a72e540f98408e4231b70,4,176,13,>= 10,14,>= 10,2010,China,Fook L
5b7a803d40f98408e42334d1,3,171,13,>= 10,13,>= 10,2010,UK,JulieForeman
5b7a2e6340f98408e422d6ed,4,160,13,>= 10,25,>= 10,2009,Australia,Hong-Eng N
5b7a803d40f98408e42332ac,3,140,13,>= 10,15,>= 10,2012,UK,186338SimoneP
5b7a504e40f98408e4230756,4,138,13,>= 10,27,>= 10,2006,Australia,Nidhi_Charchit_Garg
5b7a72e540f98408e4231b74,4,134,13,>= 10,20,>= 10,2010,UK,Darrell202
5b7a431940f98408e422efd4,4,133,13,>= 10,41,>= 10,2009,Others,Ruth V
5b7a431940f98408e422e7ea,4,130,13,>= 10,29,>= 10,2007,Italy,zarpietro
5b7a803d40f98408e4232cb6,4,130,13,>= 10,29,>= 10,2007,Italy,ZbanGee
5b7a72e540f98408e42317d5,4,122,13,>= 10,27,>= 10,2009,Thailand,Cassia82
5b7a72e540f98408e4231865,4,121,13,>= 10,27,>= 10,2010,India,
5b7a431940f98408e422ebb9,4,120,13,>= 10,23,>= 10,2008,Germany,Miette75
5b7a2e6340f98408e422d72c,5,116,13,>= 10,56,>= 10,2010,UK,manthai2016
5b7a431940f98408e422e7ec,4,116,13,>= 10,25,>= 10,2012,UK,TraceyL1963
5b7a72e540f98408e4231615,3,113,13,>= 10,6,< 10,2012,Others,LEE2MAR
5b7a2e6340f98408e422d385,3,112,13,>= 10,16,>= 10,2013,UK,DF592BD
5b7a504e40f98408e423000f,4,108,13,>= 10,34,>= 10,2010,NA,Nea N
5b7a504e40f98408e4230543,4,107,13,>= 10,37,>= 10,2013,NA,Sawnbay
5b7a504e40f98408e42302cc,5,101,13,>= 10,78,>= 10,2008,Australia,snowykkl
5b7a72e540f98408e42319ed,3,101,13,>= 10,4,< 10,2008,Australia,gilesnorman
5b7a72e540f98408e42317a4,4,100,13,>= 10,22,>= 10,2009,Singapore,Tegan S
5b7a72e540f98408e4231e90,3,97,13,>= 10,10,>= 10,2011,Canada,popeyescoob
5b7a72e540f98408e4231ccd,3,94,13,>= 10,12,>= 10,2012,Australia,Hoosierfan100
5b7a504e40f98408e423022f,3,91,13,>= 10,16,>= 10,2007,Australia,nrose48
5b7a2e6340f98408e422ce0e,4,89,13,>= 10,36,>= 10,2009,US,eileenharper
